season,tournament,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,espn_match_id,source
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Joost van der Westhuizen,21,,False,,,0,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Percy Montgomery,22,,False,,,0,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Christian Cullen,15,FB,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Tana Umaga,14,W,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Alama Ieremia,13,C,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Pita Alatini,12,C,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Jonah Lomu,11,W,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Andrew Mehrtens,10,FH,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Justin Marshall,9,SH,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,New Zealand,Carl Hoeft,1,P,True,,0,80,23845,espn
